e_id,event_id
333,11633642
334,11678707
335,11681211
336,11154851
337,11552510
338,11657741
339,11499090
340,11643542
341,11851624
342,11652114
343,11678744
344,11623503
345,11703922
346,11710181
347,11735895
348,11610396
349,11724891
350,12083295
351,11764619
352,11643064
353,12611382
354,11724880
355,11643251
356,11154852
357,11836115
358,11848361
359,11814755
360,11724903
361,11881379
362,11814769
363,fkdzpypcblb
364,11724917
365,11154857
366,11964810
367,11783798
368,11851543
369,11851570
370,12183398
371,12042957
372,11154859
373,12082727
374,11851580
375,11915012
376,12072723
377,11814759
378,12118197
379,12082762
380,12166159
381,12242399
382,12242418
383,11966516
384,12225887
385,12182805
386,12286293
387,12240528
388,12284678
389,12286343
390,12381981
391,12350057
392,12242424
393,12207720
394,12381959
395,11966519
396,12373023
397,12240623
398,12350060
399,12286415
400,12392646
401,12242437
402,12414597
403,12401954
404,12643594
405,12397815
406,12392776
407,12380609
408,12495211
409,12240687
410,12492522
411,12411640
412,12397848
413,12380611
414,12522596
415,12621936
416,12240696
417,12557934
418,12565101
419,12622011
420,12522604
421,12667559
422,12719572
423,12668539
424,12775766
425,12605936
426,12485895
427,12673645
428,17133241
429,12759550
430,12837328
431,12686106
432,12877573
433,12777512
434,12673671
435,12901920
436,12900098
437,12673699
438,12764310
439,12961082
440,12901934
441,13010665
442,12673711
443,12606010
444,12842009
445,12992510
446,13061664
447,13044429
448,12687804
449,13041259
450,12962872
451,13085140
452,13019947
453,13152410
454,13041370
455,12687823
456,13174518
457,13041439
458,13152001
459,13041550
460,12687840
461,lxbrnynlbpb
462,12962882
463,13234667
464,13041654
465,12687865
466,lxbrnynmbdc
467,13041731
468,13328713
469,13193000
470,vmrhnynhbgb
471,13262362
472,13107213
473,13360151
474,12606013
475,13277246
476,13262385
477,13107227
478,13438809
479,13262403
480,13425016
481,13262438
482,13495364
483,lxbrnynhbzb
484,vmmnnynhbdc
485,13526292
486,13528614
487,13355461
488,13262471
489,lxbrnynhbjc
490,13454211
491,vmrhnynjbcb
492,lxbrnynjbdb
493,13675987
494,13682482
495,13396676
496,lxbrnynjbmb
497,13676025
498,13676010
499,13676042
500,13796924
501,lxbrnynjbvb
502,13334474
503,13676096
504,lxbrnynjbfc
505,13750630
506,13697201
507,lxbrnynjbnc
508,vmrhnynkbjb
509,lxbrnynkbkb
510,13859608
511,13842099
512,13911097
513,13911063
514,14076855
515,lxbrnynkbsb
516,13911081
517,13697272
518,14038439
519,13911089
520,lxbrnynkbcc
521,14143471
522,14073834
523,13911072
524,lxbrnynkblc
525,13859613
526,14201543
527,14158805
528,kwwwnynlbcb
529,vmrhnynlbfb
530,fxllpynnbnb
531,lxbrnynlbgb
532,14279723
533,14996858
534,14251863
535,14244955
536,lxbrnypcbqb
537,13859620
538,14303722
539,14251906
540,lxbrnynlbxb
541,14434409
542,14359838
543,14251938
544,lxbrnynlbhc
545,14251950
546,13859621
547,14496706
548,bwmgpynlbmc
549,kwwwnynmbhb
550,14251967
551,lxbrnynmbcb
552,14510785
553,14713064
554,jqmhpynmbhb
555,vmrhnynmbkb
556,lxbrnynmblb
557,14570372
558,14676137
559,bwmgpynmbqb
560,14611032
561,14610981
562,bvwkpynmbsb
563,lxbrnynmbtb
564,14570374
565,xvjlpynmbxb
566,jqmhpynmbzb
567,14750919
568,xvjlpynmbhc
569,dfblpynmbjc
570,fxllpynmbjc
571,14611117
572,lxbrnynmbmc
573,lxbrnypcbzb
574,14713500
575,xvjlpynnbdb
576,jqmhpynnbfb
577,kwwwnynnbfb
578,vmrhnynnbhb
579,lxbrnynnbjb
580,14570381
581,xvjlpynnbmb
582,lxbrnynnbrb
583,14996820
584,ctvlpynnbsb
585,fxllpypcbnc
586,15048807
587,14713305
588,xvjlpynnbvb
589,14858248
590,jqmhpynnbwb
591,14996836
592,15125903
593,lxbrnynnbbc
594,15158385
595,lxbrnynnbkc
596,14570384
597,15132147
598,15159900
599,dfblpynnbpc
600,fxllpynnbgc
601,14996801
602,ctvlpynnblc
603,lxbrnypdbdb
604,dmzspynnbnc
605,vmrhnynpbdb
606,jqmhpynnbpc
607,jgbtpynpbjb
608,lxbrnynpbfb
609,15254211
610,fxllpynpbkb
611,kwwwnynpbkb
612,15299299
613,lxbrnynpbnb
614,qwqgqypdbhb
615,15299334
616,ctvlpynpbpb
617,15290694
618,jgbtpynpbrb
619,ggbtpynqbqb
620,14713413
621,ggbtpynpbsb
622,15299361
623,15299501
624,lxbrnynpbwb
625,jgbtpynpbbc
626,fxllpynpbcc
627,lxbrnynpbgc
628,15290705
629,jgbtpynpbkc
630,dfblpynpblc
631,ggbtpynpblc
632,15299535
633,lxbrnynqbcb
634,15593143
635,jgbtpynqbgb
636,fxllpynqbhb
637,vmrhnynqbkb
638,15632722
639,lxbrnynqblb
640,ctvlpynqbmb
641,15607952
642,15290727
643,fkdzpynqbpb
644,15559963
645,15600953
646,lxbrnynqbtb
647,fxllpynqbzb
648,15591131
649,15749438
650,15290743
651,fkdzpynqbxb
652,15560002
653,lxbrnynqbdc
654,15683172
655,15807770
656,dfblpynqbjc
657,15560019
658,lxbrnynqbmc
659,fxllpypcbdb
660,vmrhnypcbgb
661,lxbrnypcbhb
662,ctvlpypcbjb
663,15908468
664,lkzzpypcbmb
665,15908563
666,15909015
667,wxscqypcbtb
668,fkdzpypcbtb
669,fxllpypcbvb
670,15909156
671,ctvlpypcbbc
672,15909208
673,fkdzpypcbdc
674,lkzzpypcbfc
675,16074201
676,lxbrnypcbjc
677,16157006
678,wxscqypcbmc
679,qwqgqypcbmc
680,dfblpypcbnc
681,15909287
682,vmrhnypdbcb
683,16379277
684,ctvlpypdbfb
685,16197834
686,16333655
687,16199707
688,16197912
689,lxbrnypdbmb
690,16489151
691,wxscqypdbqb
692,tjxkqypdbqb
693,kwwwnypdbjb
694,lxbrnypfbvb
695,fxllpypdbrb
696,16199773
697,lxbrnypdbvb
698,16597344
699,tjxkqypdbzb
700,16559681
701,16477884
702,fxllpypdbbc
703,16397643
704,16521199
705,lxbrnypdbfc
706,16670735
707,fxllpypfbjb
708,wxscqypdbjc
709,ncwmqypdbjc
710,dfblpypdbkc
711,16557678
712,16521222
713,kwwwnypfbjb
714,16197977
715,vmrhnypfbcb
716,lxbrnypfbdb
717,ctvlpypfbfb
718,16749287
719,ncwmqypfbhb
720,lxbrnypfbmb
721,16749295
722,ncwmqypfbqb
723,fxllpypfbrb
724,16749303
725,ctvlpypfbwb
726,ncwmqypfbzb
727,lxbrnypfbfc
728,fxllpypfbbc
729,16749351
730,16749444
731,ncwmqypfbjc
732,dfblpypfbkc
733,lxbrnypfbnc
734,ctvlpypfbpc
735,16751030
736,17081341
737,ncwmqypgbdb
738,vmrhnypgbhb
739,lxbrnypgbrb
740,lxbrnypgbjb
741,ncwmqypgbmb
742,17177125
743,kwwwnypgbfb
744,17207910
745,ctvlpypgbsb
746,ncwmqypgbvb
747,lxbrnypgbbc
748,17133186
749,ncwmqypgbfc
750,dfblpypgbgc
751,17133267
752,lxbrnypgbkc
753,ctvlpypgblc
754,ncwmqypgbnc
755,vmrhnyphbfb
756,lxbrnyphbgb
757,ncwmqyphbkb
758,lxbrnyphbpb
759,ctvlpyphbqb
760,ncwmqyphbsb
761,17531286
762,lxbrnyphbxb
763,18047441
764,17531317
765,ncwmqyphbcc
766,17531369
767,17531335
768,lxbrnyphbhc
769,ctvlpyphbjc
770,qnpbrfyrmblc
771,ncwmqyphblc
772,dfblpyphbmc
773,lxbrnypjbcb
774,qnpbrfyrqbkb
775,ncwmqypjbgb
776,vmrhnypjbkb
777,lxbrnypjblb
778,20560511
779,ncwmqypjbpb
780,lxbrnypjbtb
781,ncwmqypjbxb
782,kwwwnypjbhb
783,lxbrnypjbdc
784,20562051
785,ctvlpypjbfc
786,20559661
787,ncwmqypjbhc
788,dfblpypjbjc
789,lxbrnypjbmc
790,ncwmqypkbdb
791,dxpdwgyskbhc
792,kwwwnypkbfb
793,vmrhnypkbhb
794,lxbrnypkbjb
795,23748401
796,ctvlpypkbkb
797,ncwmqypkbmb
798,lxbrnypkbrb
799,ncwmqypkbvb
800,25352541
801,24852051
802,lxbrnypkbbc
803,ctvlpypkbcc
804,24852411
805,ncwmqypkbfc
806,25089111
807,lxbrnypkbkc
808,ncwmqypkbnc
809,dfblpypkbpc
810,26965221
811,lxbrnyplbnb
812,27436131
813,vmrhnyplbdb
814,32150412
815,lxbrnyplbfb
816,34674432
817,djzlcjysgbmc
818,28034031
819,ncwmqyplbjb
820,28031431
821,ncwmqyplbrb
822,kwwwnyplbkb
823,28561111
824,lxbrnyplbwb
825,ctvlpyplbxb
826,28034211
827,lxbrnyplbgc
828,ncwmqyplbbc
829,28315301
830,27840171
831,28034771
832,ncwmqyplbkc
833,dfblpyplblc
834,lxbrnyplbpc
835,ctvlpypmbcb
836,35370132
837,ncwmqypmbfb
838,32155852
839,vmrhnypmbjb
840,32147022
841,lxbrnypmbkb
842,ncwmqypmbnb
843,32147172
844,lxbrnypmbsb
845,ctvlpypmbtb
846,33441002
847,ncwmqypmbwb
848,27851151
849,kwwwnypmbgb
850,lxbrnypmbcc
851,34220622
852,34695952
853,ncwmqypmbgc
854,dfblpypmbhc
855,lxbrnypmblc
856,32147912
857,ncwmqypnbcb
858,vmrhnypnbgb
859,lxbrnypnbhb
860,ncwmqypnblb
861,35369812
862,lxbrnypnbzb
863,lxbrnypnbqb
864,ctvlpypnbrb
865,ncwmqypnbtb
866,dxpdwgyslblb
867,35163162
868,34452522
869,ncwmqypnbdc
870,38955042
871,dxpdwgytcbfc
872,35375062
873,35372322
874,lxbrnypnbjc
875,ctvlpypnbkc
876,ncwmqypnbmc
877,dfblpypnbnc
878,vmrhnyppbcb
879,lxbrnyppbdb
880,38199062
881,ncwmqyppbhb
882,lxbrnyppbmb
883,40537822
884,ncwmqyppbqb
885,39938232
886,39438772
887,lxbrnyppbvb
888,39721862
889,ncwmqyppbzb
890,lxbrnyppbfc
891,ncwmqyppbjc
892,dfblpyppbkc
893,39706342
894,39938372
895,lxbrnyppbnc
896,dfwkhcypqbcb
897,42679142
898,lxbrnypqbsb
899,ncwmqypqbfb
900,vmrhnypqbjb
901,lxbrnypqbkb
902,43171612
903,43457412
904,ncwmqypqbnb
905,43456512
906,43459552
907,qhwkhcypqbtb
908,42679272
909,ncwmqypqbwb
910,kwwwnypqbgb
911,lxbrnypqbcc
912,ctvlpypqbdc
913,43460702
914,ncwmqypqbgc
915,dfblpypqbhc
916,ncwmqypqbpc
917,43460332
918,lxbrnypqblc
919,qhwkhcypqbmc
920,43938712
921,vmrhnyqcbfb
922,lxbrnyqcbgb
923,ctvlpyqcbhb
924,ncwmqyqcbkb
925,lxbrnyqcbpb
926,ncwmqyqcbsb
927,46462972
928,45045702
929,46364932
930,lxbrnyqcbxb
931,ctvlpyqcbzb
932,ncwmqyqcbcc
933,qzdnmcyqdbmb
934,lxbrnyqcbhc
935,46463032
936,ncwmqyqcblc
937,dfblpyqcbmc
938,48688132
939,lxbrnyqdbcb
940,ncwmqyqdbgb
941,50623102
942,vmrhnyqdbkb
943,lxbrnyqdblb
944,qhwkhcyqdbmb
945,50315592
946,ncwmqyqdbpb
947,51118292
948,50619632
949,50673342
950,lxbrnyqdbtb
951,ctvlpyqdbvb
952,ncwmqyqdbxb
953,50649782
954,ncwmqyqdbhc
955,lxbrnyqdbdc
956,qzdnmcyqdbfc
957,qhwkhcyqdbfc
958,dfblpyqdbjc
959,dlgzpcyqdbmc
960,ncwmqyqfbfb
961,vmrhnyqfbjb
962,dlgzpcyqfbkb
963,qzdnmcyqfblb
964,qhwkhcyqfblb
965,dlgzpcyqfbsb
966,qzszncyqfbmb
967,ncwmqyqfbnb
968,55520922
969,ctvlpyqfbtb
970,ncwmqyqfbwb
971,53268132
972,dlgzpcyqfbcc
973,qzdnmcyqfbdc
974,ncwmqyqfbgc
975,dfblpyqfbhc
976,ncwmqyqfbpc
977,56951882
978,dvqrqcyqfbjc
979,59031672
980,dlgzpcyqfblc
981,qzdnmcyqgbhb
982,57858072
983,vmrhnyqgbfb
984,dlgzpcyqgbgb
985,qhwkhcyqgbhb
986,ncwmqyqgbkb
987,59072202
988,dlgzpcyqgbpb
989,ctvlpyqgbqb
990,qzszncyqgbrb
991,57154352
992,57374982
993,ncwmqyqgbsb
994,qqqxrcyqgbwb
995,dlgzpcyqgbxb
996,qzdnmcyqgbzb
997,qhwkhcyqgbzb
998,ncwmqyqgbcc
999,60604992
1000,dlgzpcyqgbhc
1001,ctvlpyqgbjc
1002,ncwmqyqgblc
1003,60596132
1004,dfblpyqgbmc
1005,dvqrqcyqgbfc
1006,vmrhnyqhbcb
1007,62387142
1008,dlgzpcyqhbdb
1009,qzdnmcyqhbfb
1010,qhwkhcyqhbfb
1011,ncwmqyqhbhb
1012,kwwwnyqhbjb
1013,60595972
1014,62770022
1015,dlgzpcyqhbmb
1016,ncwmqyqhbqb
1017,qqqxrcyqhbtb
1018,dlgzpcyqhbvb
1019,qzdnmcyqhbwb
1020,qhwkhcyqhbwb
1021,64521192
1022,64420852
1023,dlgzpcyqhbfc
1024,ctvlpyqhbgc
1025,ncwmqyqhbjc
1026,dfblpyqhbkc
1027,63749462
1028,dvqrqcyqhblc
1029,dlgzpcyqhbnc
1030,64470842
1031,qhwkhcyqhbpc
1032,qzdnmcyqhbpc
1033,ncwmqyqjbdb
1034,vmrhnyqjbhb
1035,dlgzpcyqjbjb
1036,ncwmqyqjbmb
1037,qfhpzcyqjbqb
1038,67512392
1039,68578082
1040,dlgzpcyqjbrb
1041,67820782
1042,qfznxcyqjbrb
1043,68831202
1044,qzdnmcyqjbsb
1045,67578222
1046,ncwmqyqjbvb
1047,68456742
1048,66079682
1049,qfhpzcyqjbzb
1050,68953902
1051,qqqxrcyqjbzb
1052,69163752
1053,dlgzpcyqjbbc
1054,69289062
1055,ddcwgjysgbmc
1056,ctvlpyqjbcc
1057,69485362
1058,dfblpyqjbgc
1059,dlgzpcyqjbkc
1060,dkvrbdyqjbhc
1061,qfhpzcyqjbjc
1062,dxvpbdyqjbkc
1063,qklwbdyqjbkc
1064,qzdnmcyqjblc
1065,70522972
1066,70446112
1067,65480362
1068,vmrhnyqkbfb
1069,qfhpzcyqkbfb
1070,70549032
1071,dlgzpcyqkbgb
1072,71397492
1073,72264452
1074,71477382
1075,69531962
1076,qfhpzcyqkbnb
1077,71884752
1078,70136112
1079,72554692
1080,dlgzpcyqkbpb
1081,qklwbdyqkbpb
1082,qzdnmcyqkbqb
1083,72178132
1084,72311142
1085,72385402
1086,dlgzpcyqlbdc
1087,qfhpzcyqkbwb
1088,qqqxrcyqkbwb
1089,72874862
1090,dlgzpcyqkbxb
1091,73157312
1092,70340502
1093,qfhpzcyqkbgc
1094,73807372
1095,73373212
1096,dxvpbdyqkbhc
1097,73403742
1098,dlgzpcyqkbhc
1099,qklwbdyqkbhc
1100,74132722
1101,qzdnmcyqkbjc
1102,73458332
1103,dfblpyqkbmc
1104,74422882
1105,dkvrbdyqkbfc
1106,qfhpzcyqkbpc
1107,74791542
1108,dlgzpcyqlbcb
1109,75113662
1110,ctvlpyqlbdb
1111,73482142
1112,qfhpzcyqlbkb
1113,75785542
1114,vmrhnyqlbkb
1115,76039182
1116,dlgzpcyqlblb
1117,qklwbdyqlblb
1118,76134182
1119,qzdnmcyqlbmb
1120,75513952
1121,76043142
1122,qfhpzcyqlbsb
1123,77123032
1124,qmxscdyqlbsb
1125,dlgzpcyqlbtb
1126,77124042
1127,77488592
1128,qfhpzcyqlbcc
1129,77799672
1130,qqqxrcyqlbcc
1131,77541812
1132,qklwbdyqlbdc
1133,78124052
1134,qzdnmcyqlbfc
1135,76455012
1136,dfblpyqlbjc
1137,75701232
1138,qfhpzcyqlblc
1139,78806712
1140,76923992
1141,qzhwddyqlbmc
1142,dlgzpcyqlbmc
1143,78377122
1144,78915122
1145,79143072
1146,ctvlpyqlbnc
1147,78985402
1148,79726912
1149,qfhpzcyqmbgb
1150,79894462
1151,vmrhnyqmbgb
1152,dlgzpcyqmbhb
1153,80031912
1154,qklwbdyqmbhb
1155,80366272
1156,qzdnmcyqmbjb
1157,80334612
1158,75332952
1159,79525042
1160,80856412
1161,80337352
1162,qfhpzcyqmbpb
1163,80903502
1164,dlgzpcyqmbqb
1165,81078222
1166,81257592
1167,ctvlpyqmbrb
1168,81529332
1169,81870592
1170,75363722
1171,79787432
1172,qfhpzcyqmbxb
1173,81997872
1174,83522702
1175,dlgzpcyqmbzb
1176,qzdnmcyqmbbc
1177,82167432
1178,82489692
1179,82835492
1180,qnsnmdyqmbgc
1181,qfhpzcyqmbhc
1182,83045242
1183,80294372
1184,83244092
1185,dlgzpcyqmbjc
1186,84187442
1187,83395152
1188,82721012
1189,qfkbndyqmbkc
1190,81124322
1191,dfblpyqmbnc
1192,84524252
1193,82014892
1194,qfhpzcyqnbdb
1195,qmvtmdyqnbdb
1196,vmrhnyqnbdb
1197,dlgzpcyqnbfb
1198,qbmzldyqmbzb
1199,83622782
1200,qzdnmcyqnbgb
1201,dbggndyqnbgb
1202,qkcgndyqnbhb
1203,84524662
1204,87050662
1205,qfhpzcyqnbmb
1206,qmvtmdyqnbmb
1207,qmvjtdyqpbpb
1208,qmxscdyqnbmb
1209,dlgzpcyqnbnb
1210,85623902
1211,85002822
1212,dhsdpdyqnbqb
1213,82723972
1214,qfhpzcyqnbvb
1215,qmvtmdyqnbvb
1216,dlgzpcyqnbwb
1217,90695352
1218,qzdnmcyqnbxb
1219,86031822
1220,87394392
1221,qmnbqdyqnbzb
1222,85327852
1223,dlgzpcyqqbjc
1224,qzmwqdyqnbcc
1225,86615302
1226,86954282
1227,qfhpzcyqnbfc
1228,qtrjrdyqnbfc
1229,86222752
1230,dlgzpcyqnbgc
1231,85333312
1232,dmlvqdyqnbhc
1233,88195542
1234,dfblpyqnblc
1235,qjnwqdyqnblc
1236,qdrdrdyqnblc
1237,qnsnmdyqnbdc
1238,qfhpzcyqnbnc
1239,qxpdrdyqnbnc
1240,87440892
1241,dlgzpcyqnbpc
1242,qphxrdyqpbgb
1243,qcqrrdyqpbcb
1244,dlcqrdyqpbdb
1245,89034212
1246,qdrdrdyqpbgb
1247,qfhpzcyqpbjb
1248,qxpdrdyqpbjb
1249,vmrhnyqpbjb
1250,dzchsdyqpbjb
1251,dlgzpcyqpbkb
1252,qsqdrdyqpblb
1253,88081672
1254,90087552
1255,89206592
1256,dfrqtdyqpbpb
1257,qgrqtdyqpbpb
1258,89179292
1259,qfhpzcyqpbrb
1260,qxpdrdyqpbrb
1261,qmxscdyqpbrb
1262,dlgzpcyqpbsb
1263,89374742
1264,qsqdrdyqpbtb
1265,qzdnmcyqpbtb
1266,90491462
1267,dfrqtdyqpbxb
1268,qgrqtdyqpbxb
1269,qfhpzcyqpbbc
1270,qxpdrdyqpbbc
1271,dlgzpcyqpbcc
1272,dfblpyqpbhc
1273,dfrqtdyqpbhc
1274,qgrqtdyqpbhc
1275,92745432
1276,qzdctdyqpbjc
1277,qfhpzcyqpbkc
1278,qxpdrdyqpbkc
1279,qpkpwdyqpblc
1280,dlgzpcyqpblc
1281,qsqdrdyqpbmc
1282,qzdnmcyqpbmc
1283,dfrqtdyqqbdb
1284,qgrqtdyqqbdb
1285,qfhpzcyqqbgb
1286,vmrhnyqqbgb
1287,dlgzpcyqqbhb
1288,88082072
1289,qcgtwdyqqbkb
1290,90909282
1291,dfrqtdyqqbmb
1292,91708102
1293,91699742
1294,qfhpzcyqqbpb
1295,qmxscdyqqbpb
1296,dlgzpcyrcbfc
1297,dlgzpcyqqbqb
1298,qzdnmcyqqbrb
1299,94799302
1300,95019782
1301,94848872
1302,dfrqtdyqqbvb
1303,91229072
1304,qfhpzcyqqbxb
1305,88083022
1306,dfblpyqqbnc
1307,dfrqtdyqqbfc
1308,qfhpzcyqqbhc
1309,qzdnmcyqqbkc
1310,qsrzzdyqqbnc
1311,qfhpzcyrcbcb
1312,qxpdrdyrcbcb
1313,vmrhnyrcbcb
1314,dlgzpcyrcbdb
1315,95908232
1316,qcgtwdyrcbgb
1317,qsrzzdyrcbjb
1318,96956112
1319,qfhpzcyrcblb
1320,ddzmxdyrcblb
1321,qmxscdyrcblb
1322,dlgzpcyrcbmb
1323,qzdnmcyrcbnb
1324,95023702
1325,qsrzzdyrcbrb
1326,98482522
1327,95650342
1328,qfhpzcyrcbtb
1329,qqqxrcyrcbtb
1330,ddzmxdyrcbtb
1331,dlgzpcyrcbvb
1332,dxbhdfyrcbwb
1333,95908542
1334,dcdmdfyrcbxb
1335,qkchdfyrcbzb
1336,98051312
1337,qsrzzdyrcbbc
1338,qfhpzcyrcbdc
1339,98338082
1340,qzdnmcyrcbgc
1341,dxbhdfyrcbgc
1342,99577652
1343,dlgzpcyrdbrb
1344,100766562
1345,dfblpyrcbkc
1346,qsrzzdyrcbkc
1347,qzdctdyrcblc
1348,qfhpzcyrcbmc
1349,ddzmxdyrcbmc
1350,99916152
1351,dlgzpcyrcbnc
1352,qpkpwdyrcbnc
1353,95908752
1354,qcgtwdyrdbcb
1355,102388882
1356,qfhpzcyrdbhb
1357,101226582
1358,vmrhnyrdbhb
1359,dlgzpcyrdbjb
1360,qzdnmcyrdbkb
1361,99322962
1362,qsrzzdyrdbnb
1363,101212852
1364,qfhpzcyrdbqb
1365,dhthkfyrdbqb
1366,dlkshfyrdbpb
1367,101211252
1368,qsrzzdyrdbwb
1369,100243722
1370,qfhpzcyrdbzb
1371,qqqxrcyrdbzb
1372,dhthkfyrdbzb
1373,dlgzpcyrdbbc
1374,dxbhdfyrdbcc
1375,qzdnmcyrdbcc
1376,dlgzpcyrgbfb
1377,104258442
1378,dfblpyrdbgc
1379,qsrzzdyrdbgc
1380,qzdctdyrdbhc
1381,qfhpzcyrdbjc
1382,104121792
1383,qpkpwdyrdbkc
1384,dlgzpcyrdbkc
1385,dxbhdfyrdblc
1386,100494842
1387,qcgtwdyrfbcb
1388,qcgtwdyrgbhb
1389,106721962
1390,qjptlfyrfbfb
1391,dgqtlfyrfbfb
1392,99998582
1393,105372062
1394,97943642
1395,qfhpzcyrfbhb
1396,vmrhnyrfbhb
1397,dlgzpcyrfbjb
1398,dxbhdfyrfbkb
1399,qzdnmcyrfbkb
1400,109558812
1401,106584532
1402,qnxcmfyrfbmb
1403,qjptlfyrfbnb
1404,dgqtlfyrfbnb
1405,105372342
1406,qfhpzcyrfbqb
1407,qsmbpfyrfbqb
1408,dlgzpcyrfbrb
1409,dlkshfyrfbrb
1410,dzhdpfyrfbrb
1411,dxbhdfyrfbsb
1412,100495922
1413,109249922
1414,qjptlfyrfbwb
1415,dgqtlfyrfbwb
1416,107060052
1417,qqqxrcyrfbzb
1418,qsmbpfyrfbzb
1419,qfhpzcyrfbzb
1420,dlgzpcyrfbbc
1421,dxbhdfyrfbcc
1422,qzdnmcyrfbcc
1423,qnnmlfyrfbhc
1424,qfhpzcyrfbjc
1425,105374872
1426,qsmbpfyrfbjc
1427,107278172
1428,109261992
1429,qpkpwdyrfbkc
1430,dlgzpcyrfbkc
1431,109262702
1432,dxbhdfyrfblc
1433,107937802
1434,qnpbrfyrfbnc
1435,110380622
1436,dfblpyrfbpc
1437,qwtbrfyrfbpc
1438,110166162
1439,qfhpzcyrgbdb
1440,qsmbpfyrgbdb
1441,vmrhnyrgbdb
1442,qqrzqfyrgbfb
1443,qzdnmcyrgbgb
1444,dxbhdfyrgbgb
1445,qsqkrfyrgbjb
1446,112873942
1447,qlmrqfyrgbkb
1448,112460772
1449,dlkshfyrgbnb
1450,112662142
1451,qsmbpfyrgbmb
1452,qfhpzcyrgbmb
1453,dlgzpcyrgbnb
1454,dzhdpfyrgbnb
1455,dmbxsfyrgbpb
1456,108268782
