l_id,longitude,latitude
87,-87.66682,41.925163
88,-87.659706,41.972813
89,-87.639999,41.900002
90,-87.676453,41.909878
91,-87.62881,41.880722
92,-87.659996,41.951279
93,-87.674614,41.985638
94,-87.639999,41.880001
95,-87.7011,41.966187
96,-87.632843,41.853523
97,-87.65361,41.94359
98,-87.72716,41.942474
100,-87.660004,41.959999
101,-87.629997,41.84
102,-87.720001,41.849998
103,-87.629997,41.84
104,-87.695389,41.902645
105,-87.809998,41.990002
108,-87.68445,41.811176
109,-87.620547,41.868125
110,-87.688904,41.966766
111,-87.62453,41.884293
112,-87.644742,41.941367
106,-87.669998,41.970001
113,-87.748982,41.954396
114,-87.669998,42.009998
115,-87.669998,41.970001
107,-87.64748,41.879906
116,-87.639999,41.900002
117,-87.687904,41.967136
118,-87.660004,41.959999
119,-87.67478,41.85037
120,-87.660004,41.959999
121,-87.660294,41.939552
122,-87.644142,41.954659
123,-87.6589,41.891083
124,-87.639999,41.880001
3,-87.760002,41.970001
4,-87.6933,41.956375
125,-87.630388,41.903534
126,-87.689308,41.968014
127,-87.653755,41.943775
128,-87.669998,41.970001
129,-87.607712,41.838596
130,-87.629997,41.889999
131,-87.625015,41.88448
132,-87.639999,41.880001
133,-87.59623,41.78769
134,-87.669998,41.970001
136,-87.660004,41.959999
135,-87.73954,41.953072
138,-87.629997,41.889999
139,-87.63,41.89
140,-87.669998,41.900002
141,-87.72831,41.985752
137,-87.760002,41.880001
142,-87.629997,41.889999
143,-87.650002,41.919998
144,-87.68562,41.968613
145,-87.699997,41.990002
146,-87.62822,41.89769
147,-87.660446,41.99313
148,-87.629997,41.889999
149,-87.632851,41.852882
150,-87.63388,41.853306
152,-87.70843,41.965775
151,-87.699997,41.970001
153,-87.62405,41.899998
154,-87.713966,41.960884
155,-87.63462,41.908203
156,-87.65492,41.973454
157,-87.63031,41.873436
158,-87.62919,41.874336
159,-87.629997,41.889999
160,-87.75166,41.95735
161,-87.63,41.89
162,-87.63018,41.884074
163,-87.65429,41.881615
164,-87.656084,41.946184
165,-87.651098,41.909825
166,-87.6933,41.956375
167,-87.63188,41.848843
168,-87.590844,41.787891
169,-87.7439,41.967964
170,-87.66501,41.896103
171,-87.6312,41.893223
172,-87.62714,41.85879
173,-87.63494,41.853783
174,-87.65968,41.969894
175,-87.67567,42.01799
176,-87.67541,41.965153
177,-87.627545,41.875538
178,-87.720856,41.92447
179,-87.627304,41.858765
180,-87.667404,41.857765
181,-87.65698,41.97328
182,-87.678635,41.903164
183,-87.681946,41.939526
184,-87.638504,41.909435
185,-87.664443,41.954614
186,-87.63,41.87
187,-87.62871,41.883213
188,-87.633255,41.853378
189,-87.6537,41.9282
190,-87.651245,41.88674
191,-87.62408,41.89034
192,-87.66298,41.935616
194,-87.66,41.97901
195,-87.66401,41.94709
196,-87.66813,41.980583
197,-87.673615,41.910318
198,-87.62799,41.901768
199,-87.663765,41.89594
200,-87.66682,41.925163
2,-87.62988,41.88445
201,-87.6528,41.942596
193,-87.66411,41.950726
202,-87.68617,41.96492
203,-87.707146,41.99015
204,-87.692553,42.008581
205,-87.62527,41.88449
206,-87.63727,41.88993
207,-87.68617,41.96492
208,-87.62802,41.856167
209,-87.63096,41.885735
210,-87.747086,41.990032
211,-87.660581,41.965523
212,-87.646515,41.933014
213,-87.69721,41.927303
214,-87.64414,41.95466
215,-87.64431,41.940346
216,-87.685234,41.963497
217,-87.68093,41.895844
218,-87.639305,41.893124
219,-87.705881,41.968261
221,-87.648593,41.9655
222,-87.626539,41.911597
220,-87.639713,41.881876
223,-87.62465,41.879818
224,-87.669713,41.961416
225,-87.660336,41.989504
226,-87.672905,42.010132
229,-87.649025,41.933765
58,-87.66393,41.944443
230,-87.61898,41.86497
231,-87.660615,41.989216
232,-87.683205,41.917889
234,-87.643724,41.950988
235,-87.72714,41.94197
236,-87.649078,41.908682
237,-87.667224,41.907478
238,-87.633924,41.888969
239,-87.65434,41.948227
240,-87.657051,41.98362
241,-87.672323,42.00319
242,-87.633744,41.904175
243,-87.66501,41.896103
244,-87.633156,41.893974
245,-87.715735,41.990358
246,-87.624968,41.89666
247,-87.733925,41.963833
248,-87.68912,41.97698
249,-87.609615,41.891975
250,-87.677108,41.898006
251,-87.62402,41.897818
252,-87.845528,41.96638
253,-87.677351,41.87896
233,-87.625069,41.879528
254,-87.63136,41.900948
256,-87.65303,41.957806
257,-87.648201,41.907993
258,-87.672557,42.019263
259,-87.736164,41.799918
260,-87.6494,41.944202
261,-87.645256,41.923676
262,-87.628655,41.882849
255,-87.634109,41.892204
263,-87.659522,41.982149
264,-87.648872,41.91896
265,-87.685352,41.964242
266,-87.687912,41.923163
267,-87.641913,41.867914
268,-87.754042,41.9601
269,-87.64728,41.877605
270,-87.68553,41.963947
271,-87.642906,41.898746
272,-87.633783,41.853353
273,-87.677583,41.952495
274,-87.65584,41.946823
275,-87.69372,41.956482
276,-87.641245,41.92596
277,-87.643108,41.720952
279,-87.590855,41.784145
280,-87.624275,41.892544
281,-87.6684,41.97656
282,-87.676496,41.9035
283,-87.625855,41.89171
284,-87.69455,41.91059
278,-87.586549,41.799624
285,-87.66728,41.898804
287,-87.652106,41.883055
288,-87.678879,41.943134
289,-87.671574,42.001028
290,-87.624254,41.8907
286,-87.625398,41.867719
291,-87.757049,41.962969
292,-87.637169,41.924099
293,-87.63471,41.911507
294,-87.644918,41.932946
295,-87.6597,41.972676
296,-87.634636,41.889156
297,-87.630376,41.891619
298,-87.660446,41.99313
299,-87.668076,42.015923
300,-87.639398,41.923331
301,-87.760405,41.968015
302,-87.635873,41.911784
303,-87.63002,41.90506
304,-87.683861,41.939491
305,-87.621982,41.892774
306,-87.648727,41.931717
307,-87.650417,41.887059
308,-87.65586,41.94639
309,-87.66114,41.919308
310,-87.701965,41.973969
311,-87.630105,41.873407
312,-87.713524,41.932491
313,-87.643623,41.8965
314,-87.66159,41.896152
315,-87.672923,41.965182
316,-87.635694,41.921998
317,-87.675569,41.961707
319,-87.64819,41.8845
320,-87.689308,41.968014
321,-87.66033,41.885785
322,-87.620755,41.886955
323,-87.633685,41.890383
324,-87.644531,41.942892
325,-87.68034,41.912254
326,-87.658581,41.949386
327,-87.684619,41.869167
328,-87.705549,41.944605
329,-87.644356,41.91097
330,-87.644356,41.910969
331,-87.620598,41.875919
332,-87.625232,41.884493
333,-87.649827,41.97688
334,-87.64939,41.944317
335,-87.622609,41.88431
336,-87.628151,41.870838
337,-87.690163,41.961557
338,-87.816024,42.002948
339,-87.660581,41.965523
340,-87.628633,41.872168
341,-87.70702,41.982965
342,-87.62754,41.875248
344,-87.644035,41.967563
345,-87.62545,41.891705
346,-87.635389,41.896566
347,-87.684296,41.962589
348,-87.662535,41.935305
349,-87.708802,41.980301
350,-87.625129,41.892119
351,-87.676015,42.018883
352,-87.677238,42.007595
99,-87.660695,41.940068
318,-87.660065,41.982727
353,-87.645729,41.932901
354,-87.66047,41.93382
355,-87.600412,41.794918
356,-87.669518,41.986827
358,-87.628609,41.891411
359,-87.618912,41.891026
360,-87.76112,41.997534
361,-87.624955,41.883305
362,-87.705513,41.927948
363,-87.7386,41.91286
365,-87.62793,41.884914
366,-87.62807,41.893272
367,-87.627892,41.883446
357,-87.653493,41.910543
368,-87.66658,41.925117
369,-87.674188,41.910531
370,-87.649098,41.909572
371,-87.644276,41.936764
372,-87.634094,41.85371
373,-87.693034,41.913585
374,-87.647207,41.884828
375,-87.669964,41.99785
376,-87.686652,41.862972
377,-87.627076,41.858355
378,-87.654844,41.954661
379,-87.69796,41.983152
381,-87.66738,41.979755
382,-87.686634,41.916619
383,-87.624402,41.878904
384,-87.358484,41.422637
385,-87.628893,41.901582
386,-87.668786,41.976514
387,-87.668724,41.921547
388,-99.901813,41.492537
389,-87.690118,41.961566
390,-87.642957,41.949392
391,-87.657734,41.884088
392,-87.676575,42.00761
393,-87.613751,41.891906
394,-87.646287,41.965783
395,-87.673624,41.949061
396,-87.628235,41.89806
397,-87.717996,41.996548
398,-87.750921,41.953484
399,-87.701612,41.905882
401,-87.647452,41.947685
402,-87.624361,41.88446
403,-87.701251,41.972151
404,-87.659661,41.969058
405,-87.628929,41.872608
406,-87.668561,41.975897
407,-87.639024,41.881937
408,-87.694556,41.910568
409,-87.633194,41.854631
410,-87.705089,41.927906
411,-87.683097,41.96072
412,-87.686598,41.862996
414,-87.728688,41.953636
415,-87.6172,41.869957
413,-87.626742,41.891742
416,-87.635056,41.911083
417,-87.667929,41.979445
418,-87.7102,41.934478
419,-87.691342,41.97315
420,-87.627385,41.884213
421,-87.670836,41.9433
422,-87.695425,41.911277
423,-87.636869,41.917332
424,-87.69651,41.968292
364,-87.624208,41.891767
425,-87.670204,41.9836
426,-87.711647,41.91317
427,-87.663932,41.924937
428,-87.769574,41.956824
430,-87.663609,41.949668
431,-87.639199,41.868261
432,-87.625334,41.893492
433,-87.697668,41.922116
434,-87.723419,41.959181
435,-87.723397,41.959076
436,-87.632553,41.851147
437,-87.649076,41.908685
438,-87.679496,41.911721
439,-87.659817,41.990491
429,-87.624208,41.891767
440,-87.668869,41.950654
441,-87.621284,41.897167
442,-87.637978,41.893383
443,-87.649284,41.930648
444,-87.659805,41.97188
445,-87.629799,41.878113
446,-87.627177,41.892487
447,-87.657391,41.939601
448,-87.629377,41.890441
449,-87.66349,41.907035
451,-87.673624,41.949061
450,-87.653122,41.94286
452,-87.632088,41.855057
453,-87.677223,41.954494
454,-87.598564,41.787941
380,-87.627487,41.860435
455,-87.659958,41.97258
456,-87.649071,41.97768
457,-87.631129,41.891473
458,-87.65403,41.938114
459,-87.692856,41.967159
460,-87.64492,41.932804
461,-87.671425,41.903431
464,-87.654991,41.97332
465,-87.632553,41.905865
466,-87.683868,41.895508
467,-87.634506,41.853024
468,-87.736771,41.797523
469,-87.692955,41.927605
470,-87.649057,41.944997
471,-87.6613,42.01041
472,-87.629478,41.884888
474,-87.644249,41.938652
475,-87.6636,41.933697
478,-87.645561,41.962025
479,-87.645515,41.933628
476,-87.687576,41.939156
477,-87.632889,41.854794
480,-87.668167,41.979939
481,-87.69986,41.968262
473,-87.693757,41.968077
482,-87.655864,41.886589
483,-87.65591,41.946445
485,-87.65644,41.890771
484,-87.627922,41.860416
486,-87.634506,41.853024
488,-87.626038,41.869114
489,-87.692955,41.927605
490,-87.629799,41.878113
491,-87.636612,41.88052
487,-87.718483,41.980095
492,-87.629181,41.884247
493,-87.638409,41.917768
494,-87.632893,41.852992
495,-87.672116,41.885417
496,-87.623473,41.894146
1,-87.665405,41.972763
497,-87.654423,41.955306
498,-87.653788,41.918275
499,-87.649605,41.877907
500,-87.662445,41.911106
501,-87.627403,41.89856
502,-87.660103,41.990368
463,-87.66008,41.983288
503,-87.687401,41.922775
504,-87.642616,41.885662
505,-87.629433,41.8881
506,-87.625733,41.882689
507,-87.621524,41.886282
508,-87.684654,41.963749
509,-87.623474,41.894146
510,-87.580833,41.795437
511,-87.629799,41.878113
512,-87.689079,41.968056
514,-87.656296,41.973412
515,-88.423103,41.359291
513,-87.647324,41.884674
516,-87.65822,41.917164
517,-87.632256,41.854542
518,-87.667641,41.979847
519,-87.660393,41.988281
520,-87.665742,41.997798
521,-87.706208,41.963379
522,-87.673279,41.907612
523,-87.66753,41.893192
524,-87.706207,41.963379
526,-87.749031,41.954353
525,-87.691925,41.973415
527,-87.64433,41.938503
528,-87.624504,41.882164
529,-87.719284,41.85276
530,-87.662956,41.935684
532,-87.624245,41.85815
533,-87.688507,41.916019
531,-87.617599,41.885521
534,-87.71094,41.975876
535,-87.659805,41.97188
536,-87.665035,42.007931
537,-87.614273,41.891689
538,-87.685254,41.963525
539,-87.669044,41.940247
540,-87.625884,41.8925
541,-87.653282,41.956863
542,-87.685524,41.96373
543,-87.788035,41.997365
544,-87.624352,41.895313
545,-87.624361,41.88446
546,-87.744431,41.773911
547,-87.707588,41.928833
548,-87.775467,41.952747
549,-87.695427,41.911278
550,-87.628815,41.90424
551,-87.688057,41.889168
552,-87.757835,41.972633
553,-87.63427,41.882217
554,-87.688504,41.91602
555,-87.629997,41.889999
556,-87.726662,41.863792
557,-87.760536,41.967461
558,-87.636627,41.894745
560,-87.76075,41.967388
561,-87.633041,41.893826
562,-87.626053,41.880474
563,-87.61916,41.89101
564,-87.628777,41.883316
565,-87.624367,41.889286
566,-88.118315,42.379848
559,-87.653816,41.934826
567,-87.660339,42.005699
568,-87.685837,41.910252
569,-87.632652,41.854801
570,-87.647148,41.947132
571,-87.631393,41.896099
572,-87.628288,41.885487
573,-87.649475,41.943825
574,-87.631997,41.852411
575,-87.68535,41.96424
576,-87.736832,41.796261
577,-87.645821,41.932686
578,-87.706207,41.963379
579,-87.677795,41.920155
580,-87.659195,41.973366
581,-87.659546,41.969958
582,-87.632072,41.855061
583,-87.628357,41.884602
584,-87.651817,41.883282
585,-87.672836,41.889088
586,-87.641228,41.88412
587,-87.688507,41.916019
588,-87.631744,41.890923
589,-87.628281,41.879456
590,-87.661415,41.952942
591,-87.628342,41.894215
592,-87.669708,41.954564
593,-87.655546,41.946439
594,-87.634796,41.853367
595,-87.631584,41.895218
596,-87.642617,41.928942
597,-87.637337,41.87904
598,-87.661415,41.952942
600,-87.701729,41.932053
601,-87.653763,41.889423
602,-87.661659,41.910988
603,-87.754944,41.938835
604,-87.646286,41.965816
599,-87.754944,41.938835
605,-87.645821,41.932686
606,-87.61274,41.854092
607,-87.625343,41.897388
608,-87.644981,41.943851
609,-87.78688,41.985172
610,-87.652954,41.921494
611,-87.653915,41.934746
612,-87.653282,41.956863
613,-87.715233,41.937557
400,-87.660156,41.970032
614,-87.707627,41.917105
615,-87.710709,41.982792
616,-87.65597,41.928766
617,-87.685783,41.964405
618,-87.626915,41.898613
619,-87.710709,41.982792
620,-87.697639,41.928696
622,-87.649834,41.883923
623,-87.753822,41.959404
624,-87.719421,41.936317
625,-87.625015,41.884499
621,-87.66214,41.896168
626,-87.642113,41.877796
627,-87.626915,41.898613
628,-87.627174,41.898151
629,-87.61908,41.891098
630,-87.632111,41.851963
631,-87.681984,41.953812
632,-87.624321,41.868916
633,-87.743835,41.965402
634,-87.656082,41.88657
635,-87.671822,41.906448
636,-87.707103,41.929656
637,-87.644501,41.942459
638,-87.642357,41.886501
640,-87.671562,41.906513
641,-87.629906,41.900871
642,-87.59832,41.791214
643,-87.6247,41.892005
644,-87.684296,41.962589
639,-87.754921,41.938824
645,-87.707291,41.92968
646,-87.632607,41.853203
647,-87.68891,41.966286
648,-87.641335,41.951828
649,-87.668945,41.953033
650,-87.75,41.939999
651,-87.630272,41.889214
652,-87.634468,41.90419
653,-87.623329,41.890347
654,-87.628273,41.876217
656,-87.649055,41.944805
657,-87.678871,41.968819
658,-87.667679,41.938816
659,-87.673115,41.946953
660,-87.63208,41.855072
655,-87.646904,41.924038
661,-87.629997,41.889999
663,-87.728485,41.941631
662,-87.669998,41.900002
664,-87.626228,41.901016
665,-87.65569,41.946186
666,-87.690002,41.880001
343,-87.645599,41.933708
667,-87.686442,41.963159
668,-87.669998,41.970001
670,-87.649429,41.94648
671,-87.61916,41.89101
672,-87.704652,41.95419
673,-87.669998,41.900002
674,-87.678955,41.954433
675,-87.650002,41.919998
676,-87.653121,41.910834
677,-87.681946,41.939526
678,-87.599998,41.799999
679,-87.639999,41.900002
680,-87.677574,41.952198
681,-87.70444,41.954006
682,-87.620003,41.889999
683,-87.65343,41.913723
684,-87.587997,41.795246
685,-87.709999,41.810001
686,-87.650002,41.919998
687,-87.620003,41.889999
688,-87.669998,41.970001
690,-87.692574,41.98177
669,-87.639999,41.900002
691,-87.62941,41.882694
689,-87.629997,41.889999
692,-87.69496,41.90294
694,-87.67787,41.917744
695,-87.639999,41.900002
696,-87.607452,41.892166
697,-87.660004,41.959999
698,-87.620003,41.889999
699,-87.639999,41.900002
701,-87.636665,41.87775
702,-87.66555,41.9216
703,-87.75,41.939999
700,-87.59131,41.783375
704,-87.648125,41.885666
705,-87.663948,41.949863
706,-87.652405,41.9098
707,-87.629997,41.889999
708,-87.683395,41.848278
709,-87.639999,41.880001
710,-87.6596,41.95106
711,-87.75,41.939999
712,-87.629997,41.889999
713,-87.66,41.97901
714,-87.70147,41.88971
715,-87.669998,41.900002
716,-87.704254,41.99036
717,-87.653725,41.939514
718,-87.63136,41.900948
719,-87.624276,41.892544
720,-87.629997,41.889999
721,-87.739998,42.009998
722,-87.66325,41.885406
723,-87.62754,41.875248
724,-87.624016,41.861607
725,-87.665253,41.896099
726,-87.660004,41.990002
727,-87.650002,41.939999
728,-87.676865,41.952007
729,-87.70836,41.92967
730,-87.6412,41.926785
731,-87.67235,41.85588
732,-87.629997,41.889999
733,-87.64362,41.8965
734,-87.650002,41.939999
735,-87.62792,41.88499
737,-87.72674,41.925495
738,-87.638535,41.87903
739,-87.62,41.89
740,-87.65312,41.910835
741,-87.686386,41.96525
742,-87.668625,41.904736
693,-87.65756,41.88434
736,-87.6968,41.90047
744,-87.70474,41.954235
743,-87.69253,41.92486
745,-87.6528,41.909313
746,-87.614586,41.891884
462,-87.62808,41.891888
747,-87.689026,41.92965
748,-87.64286,41.966717
749,-87.609665,41.892124
750,-87.63,41.89
751,-87.626877,41.880144
753,-87.624275,41.892544
754,-87.752167,41.976669
755,-87.63168,41.91121
752,-87.704651,41.954189
756,-87.620576,41.873198
757,-87.629704,41.894128
759,-87.625541,41.854922
760,-87.68695,41.965343
758,-87.617216,41.880899
761,-87.62963,41.905604
762,-87.62869,41.904068
763,-87.686948,41.966509
764,-87.656532,41.915688
765,-87.69253,41.919968
766,-87.659926,41.979779
767,-87.633429,41.89319
768,-87.650378,41.918007
769,-87.631365,41.90118
770,-87.64809,41.93677
771,-87.629871,41.884827
772,-87.680382,41.917515
773,-87.63471,41.91145
774,-87.646929,41.883994
775,-87.648087,41.887104
776,-87.657638,41.884337
777,-87.651056,41.909443
778,-87.624955,41.883305
780,-87.694892,41.910904
781,-87.630403,41.877515
782,-87.751447,41.931389
783,-87.67436,41.97492
785,-87.69992,41.884113
786,-87.635156,41.896573
787,-87.704746,41.954234
788,-87.646835,41.865818
784,-87.659691,41.968742
789,-87.646515,41.864456
790,-87.688011,41.930153
791,-87.609667,41.892125
792,-87.678894,41.947388
793,-87.686655,41.965335
794,-87.678533,41.911379
798,-87.624504,41.883209
800,-87.689932,41.918619
801,-87.637516,41.889926
804,-87.620003,41.889999
806,-87.629812,41.886011
808,-87.785692,41.928092
810,-87.704739,41.954018
811,-87.762791,41.953101
813,-87.62914,41.889939
812,-87.632519,41.889183
814,-87.668207,41.857962
815,-87.627599,41.914828
816,-87.646675,41.918797
817,-87.691238,41.924568
818,-87.766712,41.937515
820,-87.751869,41.957588
822,-87.673629,41.912562
823,-87.700951,41.925442
826,-87.630467,41.867451
829,-87.636871,41.917332
830,-87.652962,41.909473
832,-87.688014,41.930152
833,-87.6347,41.911747
834,-87.67688,41.952332
836,-87.652674,41.957913
827,-87.621106,41.867799
837,-87.625664,41.884822
838,-87.629485,41.892443
839,-87.670217,41.982521
840,-87.663649,41.935476
841,-87.66638,41.90336
799,-87.659569,41.953251
842,-87.618903,41.896805
843,-87.641153,41.857865
844,-87.671219,41.906652
846,-87.66835,41.977367
847,-87.66896,41.975929
848,-87.655393,41.946361
849,-87.686464,41.939448
850,-87.645252,41.923259
851,-87.630467,41.867451
852,-87.713474,41.909758
854,-87.569161,41.775004
855,-87.67429,41.945307
856,-87.679246,41.97197
858,-87.637693,41.894177
859,-87.644951,41.932866
860,-87.663379,41.935293
861,-87.635614,41.893676
862,-87.700135,41.91106
863,-87.649367,41.942995
866,-87.70874,41.981167
868,-87.63738,41.918309
869,-87.687622,41.938129
870,-87.649849,41.926253
871,-87.751427,41.991337
872,-87.666336,42.007156
873,-87.679867,41.908302
874,-87.664201,41.94146
875,-87.668831,41.924744
876,-87.65399,41.939472
877,-87.669914,41.915916
879,-87.638042,41.889909
881,-87.635015,41.910672
882,-87.688014,41.930152
883,-87.714216,41.890553
887,-87.66473,41.925198
889,-87.67009,41.916306
890,-87.580326,41.792423
891,-87.760834,41.967941
894,-87.68407,41.968388
896,-87.656347,41.983758
895,-87.621284,41.897167
898,-87.6392,41.86826
899,-87.679295,41.853947
901,-87.789644,41.952855
900,-87.669983,41.993896
5544,-87.635147,41.893194
903,-87.622206,41.887535
905,-87.659996,41.980555
902,-87.707528,41.887809
906,-87.627095,41.870545
908,-87.631937,41.850001
909,-87.712904,41.924366
912,-87.689912,41.918704
913,-87.64758,41.925465
914,-87.789857,41.998897
915,-87.64969,41.917808
916,-87.625677,41.885408
917,-87.626038,41.869114
918,-87.70444,41.954006
919,-87.621925,41.896812
921,-87.700855,41.975254
923,-87.654259,41.943947
924,-87.721789,41.803329
926,-87.620255,41.858742
927,-87.663527,41.869299
930,-87.636688,41.903992
929,-87.635345,41.894749
931,-87.629356,41.882141
932,-87.658094,41.925462
933,-87.652213,41.927564
934,-87.653969,41.938251
936,-87.684418,42.019279
938,-87.632519,41.889183
939,-87.676804,41.952278
940,-87.66683,42.019351
941,-87.670761,41.940311
942,-87.681473,41.958012
943,-87.62939,41.919468
944,-87.676446,41.910417
945,-87.624361,41.88446
946,-87.660246,41.939573
948,-87.626907,41.834686
864,-87.660049,41.885792
949,-87.634529,41.894657
951,-87.66153,41.900021
797,-87.655591,41.896151
952,-87.769943,41.960384
953,-87.671067,41.85699
954,-87.668933,41.951283
955,-87.649808,41.926383
802,-87.649216,41.952572
956,-87.629799,41.878113
957,-87.652733,41.909157
959,-87.629431,41.888098
960,-87.64724,41.87746
962,-87.649384,41.933224
963,-87.764839,41.997917
964,-87.634024,41.890381
966,-87.63427,41.894657
967,-87.643199,41.891271
968,-87.626907,41.834686
935,-87.664166,41.945745
969,-87.649498,41.90937
970,-87.685722,41.964039
907,-87.692665,41.997692
972,-87.799759,41.909107
974,-87.665855,41.888035
975,-87.677053,41.910107
976,-87.666446,42.019237
977,-87.624481,41.891106
857,-87.664154,41.945751
978,-87.634323,41.926804
979,-87.625046,41.883667
980,-87.64489,41.93644
981,-87.760956,41.997631
982,-87.6399,41.84269
983,-87.627385,41.884213
984,-87.667562,42.015935
985,-87.683356,41.931583
986,-87.617729,41.865917
987,-87.665863,42.011177
988,-87.664459,41.901794
805,-87.773706,41.938395
989,-87.653938,41.923157
990,-87.637314,41.882313
893,-87.632355,41.816414
991,-87.636366,41.894094
819,-87.652359,41.957417
992,-87.630081,41.901169
993,-87.634766,41.856842
996,-87.669556,41.977825
998,-87.669243,41.95237
999,-87.708593,41.991175
1001,-87.713539,41.95014
1002,-87.652405,41.908119
1003,-87.665466,41.987137
997,-87.718192,41.955486
1004,-87.664223,41.965004
1006,-87.65593,41.915863
1007,-87.67701,41.909817
1008,-87.687202,41.966606
1009,-87.685623,41.964733
1010,-87.655655,41.94722
1011,-87.61734,41.87985
1012,-87.722885,41.956215
1013,-87.643158,41.905724
1014,-87.685623,41.964733
1015,-87.67466,41.886909
1016,-87.655128,41.884098
1018,-87.645515,41.933628
1019,-87.7996,41.94531
1020,-87.65701,41.878292
835,-87.668541,41.976658
1021,-87.629517,41.876659
1022,-87.648443,41.916778
1023,-87.697014,41.910276
1024,-87.66568,41.998055
1025,-87.692429,41.919979
1026,-87.663818,41.972523
1027,-87.663712,41.947353
1028,-87.660194,41.989223
1029,-87.712879,41.911275
795,-87.669937,41.994202
796,-87.645905,41.932694
1030,-87.654121,41.947025
1031,-87.70369,41.924969
920,-87.689682,41.942265
1032,-87.617401,41.896626
1033,-87.61978,41.758198
1034,-87.661186,41.857548
1036,-87.64959,41.95165
1038,-87.6465,41.938015
1039,-87.672981,41.856071
1040,-87.747299,41.953377
1041,-87.637825,41.894024
1042,-87.66986,41.99431
1043,-87.706612,41.944729
1044,-87.666862,41.895969
1045,-87.681175,41.886875
1046,-87.663361,41.945251
1047,-87.625603,41.873684
897,-87.693985,41.997402
1049,-87.677116,41.951988
1050,-87.644875,41.932209
1051,-87.664932,41.936874
1052,-87.674294,41.945309
1053,-87.623268,41.880829
1054,-87.670573,41.9419
1056,-87.647362,41.881271
1057,-87.66837,41.97722
1058,-87.686165,41.965221
1059,-87.669708,41.994247
1060,-87.624474,41.892765
1061,-87.759697,41.966824
892,-87.715265,41.997586
1062,-87.64926,41.94027
1063,-87.629799,41.878113
1064,-87.64978,41.972095
1065,-87.672981,41.856071
1067,-87.659782,41.939564
1068,-87.617462,41.873264
1069,-87.654492,41.953305
1073,-87.660248,41.939575
922,-87.671722,41.906898
1074,-87.677765,41.921406
1075,-87.663811,41.944759
950,-87.624557,41.884384
1076,-87.658081,41.925465
1077,-87.589363,41.79974
1078,-87.632088,41.867661
1079,-87.632561,41.885075
1080,-87.625046,41.883667
1081,-87.64975,41.926056
1082,-87.666786,41.903252
1083,-87.631607,41.890102
1084,-87.67054,41.906063
1085,-87.685905,41.964264
1086,-87.64489,41.93644
1089,-87.664787,41.808414
1090,-87.718796,41.980213
1091,-87.65641,41.923523
1092,-87.626015,41.876492
1093,-87.657056,41.983683
1094,-87.629799,41.878113
1095,-87.653046,41.965729
1096,-87.64955,41.925995
1097,-87.652405,41.908119
1098,-87.640686,41.883175
1099,-87.624588,41.874226
