u_id,user_id
859,5412834
860,6039767
861,6319284
862,6650485
863,7032801
864,7160578
865,7193610
866,7220721
867,7230509
868,7355939
869,7381216
870,7526273
871,7670255
872,7831791
873,8035584
874,8072319
875,8112855
876,8792453
877,8938566
878,9006883
879,9056559
880,9074269
881,9444866
882,9476866
883,9497683
884,9514331
885,9538979
886,9540578
887,9682052
888,9696412
889,9711084
890,9726980
891,9744375
892,9756339
893,9879900
894,9944708
895,9980869
896,10082221
897,10083449
898,10086834
899,10092042
900,10099243
901,10722295
902,10849612
903,11028780
904,11075867
905,11185029
906,11239197
907,11512573
908,11563419
909,11751054
910,11776545
911,11866880
912,11969514
913,12035672
914,12045769
915,12135323
916,12152441
917,12816403
918,12873553
919,12887222
920,12911397
921,13115144
922,13198891
923,13387795
924,14074623
925,14186376
926,14232369
927,14469055
928,14543807
929,15674481
930,16222311
931,16551251
932,17207061
933,21483121
934,23025221
935,23336891
936,23527331
937,25522222
938,25574942
939,26301622
940,27384692
941,27577752
942,27577822
943,28080042
944,30658772
945,32540312
946,34783192
947,35473582
948,35777702
949,36761772
950,37994762
951,38690122
952,39554332
953,40151682
954,40864112
955,41906622
956,42493552
957,42606662
958,43174092
959,43216252
960,43641132
961,44627952
962,47217402
963,49018132
964,49861372
965,49989752
966,50660252
967,51226542
968,51607632
969,52244062
970,52411132
971,52949672
972,53306212
973,53667992
974,53868972
975,54078462
976,54718132
977,56265962
978,57712812
979,58606142
980,60639832
981,61574792
982,61984662
983,62542432
984,63562632
985,64584222
986,65359592
987,66173842
988,67352212
989,67581642
990,67873642
991,68682882
992,71509282
993,74241002
994,76071242
995,77970452
996,78121362
997,80604122
998,80802572
999,80871872
1000,80991812
1001,81176532
1002,82333062
1003,82457472
1004,83041812
1005,83224712
1006,83333092
1007,86353372
1008,87246842
1009,90603752
1010,90850922
1011,90949752
1012,93339172
1013,96550202
1014,97830282
1015,98004072
1016,98930422
1017,100707322
1018,101279492
1019,101349202
1020,101472082
1021,102940472
1022,105011482
1023,105485912
1024,105606882
1025,107722302
1026,107744702
1027,110190542
1028,110333992
1029,110640252
1030,114632292
1031,116222192
1032,124337022
1033,128645042
1034,131674632
1035,136336212
1036,137917762
1037,138705872
1038,139823132
1039,142668682
1040,107125
1041,846435
1042,1166542
1043,1915618
1044,2385690
1045,2576815
1046,2585019
1047,2838909
1048,3042573
1049,3054026
1050,3079152
1051,3169430
1052,3211402
1053,3262815
1054,3335230
1055,3344209
1056,3451331
1057,3525192
1058,3594661
1059,3994344
1060,4055177
1061,4131944
1062,4313138
1063,4529380
1064,5038513
1065,5107289
1066,5329404
1067,5741641
1068,6220954
1069,6332220
1070,6403339
1071,6437264
1072,6735900
1073,7030473
1074,7202307
1075,7258027
1076,7320406
1077,7775399
1078,7933702
1079,8158072
1080,8348553
1081,8463893
1082,8586646
1083,8629000
1084,8660912
1085,8767537
1086,8850992
1087,9148912
1088,9279054
1089,9521172
1090,9627692
1091,9652317
1092,9658780
1093,9718327
1094,9736993
1095,9830672
1096,9844129
1097,9918018
1098,9927317
1099,10045270
1100,10171513
1101,10186536
1102,10203136
1103,10247397
1104,10366123
1105,10372531
1106,10425614
1107,10579501
1108,10626502
1109,10632040
1110,10744586
1111,10810274
1112,11014026
1113,11053026
1114,11102773
1115,11127916
1116,11248225
1117,11317417
1118,11405200
1119,11503149
1120,11511518
1121,11512175
1122,11554312
1123,11565347
1124,11584059
1125,11770137
1126,11990965
1127,12132004
1128,12185911
1129,12261433
1130,12363709
1131,12402455
1132,12585529
1133,12601066
1134,12602345
1135,12620148
1136,12696757
1137,12774363
1138,12775391
1139,12824873
1140,12948076
1141,13027382
1142,13276140
1143,13639008
1144,13909759
1145,13966955
1146,14005836
1147,14142386
1148,14155248
1149,14223162
1150,14241216
1151,14291821
1152,14547417
1153,14558820
1154,14865511
1155,14919631
1156,16026831
1157,16359791
1158,16734001
1159,17308301
1160,19363861
1161,22340481
1162,22340891
1163,24422612
1164,25113552
1165,25333122
1166,25684272
1167,25952432
1168,26954012
1169,27139722
1170,28127932
1171,29500492
1172,29895412
1173,30235312
1174,31434372
1175,31795792
1176,32119382
1177,32880012
1178,33135102
1179,33776282
1180,35278382
1181,35693722
1182,37037302
1183,37864932
1184,37885782
1185,39916702
1186,41263002
1187,46383042
1188,46740902
1189,47718872
1190,47738702
1191,47914782
1192,49438242
1193,49979682
1194,50028082
1195,50703292
1196,51761572
1197,51871932
1198,52012012
1199,53036012
1200,54306682
1201,54596122
1202,62544862
1203,67907752
1204,70371662
1205,71208432
1206,74724452
1207,74803122
1208,76617922
1209,77441292
1210,79613372
1211,81520922
1212,85070952
1213,85340192
1214,85750462
1215,85897112
1216,85898352
1217,87489342
1218,88805402
1219,93699792
1220,95013412
1221,97565932
1222,98017572
1223,98684812
1224,101014752
1225,101308702
1226,103015152
1227,103258352
1228,109837922
1229,111392642
1230,113665382
1231,114227662
1232,115962182
1233,116468242
1234,125308892
1235,128931112
1236,134602452
1237,134603592
1238,140408672
1239,140560452
1240,16096
1241,68115
1242,1238886
1243,2046239
1244,2113690
1245,2151523
1246,2255748
1247,2599774
1248,2845267
1249,2922952
1250,3071135
1251,3311012
1252,3338723
1253,3543998
1254,3550492
1255,3589242
1256,3630401
1257,3783661
1258,3787592
1259,3844004
1260,3862209
1261,4050390
1262,4176703
1263,4354231
1264,4463973
1265,4968249
1266,5006346
1267,5308151
1268,5399130
1269,5493165
1270,5915410
1271,6402947
1272,6529250
1273,6622869
1274,6861418
1275,7137689
1276,7357838
1277,7546668
1278,7563276
1279,8214699
1280,8354632
1281,8447147
1282,8497272
1283,8566032
1284,8576353
1285,8687073
1286,8701105
1287,8969097
1288,9169395
1289,9172702
1290,9177012
1291,9185870
1292,9280387
1293,9487936
1294,9521921
1295,9531258
1296,9645448
1297,9877372
1298,9919269
1299,9932473
1300,10236849
1301,10269403
1302,10370206
1303,10458992
1304,10683153
1305,10765036
1306,10802305
1307,10807467
1308,10847580
1309,10892492
1310,10935832
1311,10951961
1312,11003334
1313,11082476
1314,11164713
1315,11230413
1316,11308528
1317,11497752
1318,11694728
1319,11781383
1320,11822659
1321,11838780
1322,12491914
1323,12602236
1324,12609844
1325,12729448
1326,12770308
1327,12875730
1328,12943475
1329,13132492
1330,13213346
1331,13262419
1332,13351459
1333,13365039
1334,13429356
1335,13544787
1336,13668257
1337,13839469
1338,14047583
1339,14138295
1340,14155218
1341,14201357
1342,14494036
1343,14561858
1344,14585699
1345,14659926
1346,15657781
1347,16473531
1348,17938142
1349,18627611
1350,19601321
1351,19792971
1352,20866021
1353,22321611
1354,23808982
1355,24384782
1356,24779062
1357,26076372
1358,28498582
1359,28564682
1360,29280252
1361,30338722
1362,30579922
1363,30916792
1364,32779902
1365,33665672
1366,33789762
1367,34000572
1368,34010852
1369,34031092
1370,37072822
1371,37760432
1372,38596422
1373,39531992
1374,40062222
1375,41475542
1376,41902732
1377,44194662
1378,44959602
1379,46086892
1380,49291652
1381,50374072
1382,51884242
1383,51948592
1384,52091022
1385,52181862
1386,53669682
1387,54337512
1388,57470422
1389,58232282
1390,58807622
1391,59738592
1392,59990172
1393,62435162
1394,63627662
1395,64977772
1396,68842562
1397,70668252
1398,70934552
1399,73720032
1400,73900962
1401,74340052
1402,77671522
1403,80775722
1404,80901762
1405,82851092
1406,83795512
1407,85104932
1408,87145492
1409,88185702
1410,89058032
1411,90194142
1412,91192542
1413,96158242
1414,96895382
1415,97867682
1416,98780992
1417,98921862
1418,99224122
1419,105833832
1420,106199572
1421,106301602
1422,107490252
1423,107653462
1424,107872282
1425,109976402
1426,111242322
1427,112371032
1428,114010542
1429,114066992
1430,117784312
1431,123567512
1432,123771972
1433,130485982
1434,131942982
1435,136482112
1436,136603192
1437,137560252
1438,141546452
1439,141745472
1440,144313
1441,212763
1442,615008
1443,965153
1444,1239366
1445,1379989
1446,1765302
1447,1779286
1448,2221628
1449,2482972
1450,2571719
1451,2977389
1452,3017611
1453,3326403
1454,3345524
1455,3422715
1456,3423255
1457,3546025
1458,3628143
1459,3762314
1460,3912926
1461,3972688
1462,4315677
1463,4498808
1464,4522255
1465,4654092
1466,4773501
1467,5169013
1468,5169410
1469,5574180
1470,6370031
1471,7168654
1472,7197534
1473,7303692
1474,7319658
1475,7704598
1476,7941294
1477,8037815
1478,8063404
1479,8417059
1480,8480476
1481,8589165
1482,8620587
1483,8660894
1484,8708560
1485,8715127
1486,8786705
1487,8888287
1488,9024370
1489,9210731
1490,9421659
1491,9459447
1492,9511711
1493,9731046
1494,9819923
1495,9866790
1496,10099872
1497,10143027
1498,10176775
1499,10261631
1500,10284210
1501,10400990
1502,10414662
1503,10414777
1504,10494334
1505,10840128
1506,10881746
1507,10956411
1508,11181973
1509,11424782
1510,11522340
1511,11540370
1512,11607734
1513,11777340
1514,11886222
1515,11938089
1516,11959428
1517,11960084
1518,12005649
1519,12147857
1520,12648330
1521,12669301
1522,12706242
1523,12738624
1524,12998752
1525,13173321
1526,13237243
1527,13403638
1528,13689885
1529,13791601
1530,13872094
1531,13898554
1532,13913911
1533,14162998
1534,14200208
1535,14260305
1536,14584693
1537,14629971
1538,17239001
1539,18205931
1540,18461501
1541,19130671
1542,19308361
1543,20288771
1544,23906752
1545,27425752
1546,28201472
1547,28667592
1548,29312382
1549,30324502
1550,31412792
1551,32041902
1552,34429562
1553,34534552
1554,35308362
1555,36259112
1556,37740772
1557,37991842
1558,38837072
1559,41052692
1560,43620642
1561,43846312
1562,46527862
1563,47474252
1564,49391892
1565,50057952
1566,50280802
1567,50532842
1568,50858322
1569,50948432
1570,51695302
1571,51813702
1572,52714792
1573,53370442
1574,53568852
1575,53899022
1576,54075242
1577,55523872
1578,56584032
1579,56960152
1580,57949682
1581,58217472
1582,58883782
1583,59470452
1584,60141652
1585,64213372
1586,67062382
1587,68696202
1588,69597362
1589,69736692
1590,69994202
1591,71651602
1592,71732302
1593,75540532
1594,76305922
1595,76666282
1596,76855592
1597,77277062
1598,79090942
1599,79218892
1600,81479162
1601,83477062
1602,84252042
1603,84396762
1604,85229732
1605,85460292
1606,89130692
1607,89559072
1608,92123582
1609,92383112
1610,94281232
1611,94708592
1612,97783822
1613,100766822
1614,101228802
1615,101282662
1616,101638192
1617,102888432
1618,103225832
1619,104750152
1620,104855162
1621,105187922
1622,107435822
1623,107788902
1624,108497412
1625,116443082
1626,116981992
1627,117974542
1628,120698362
1629,121143322
1630,122665772
1631,123156542
1632,123661512
1633,127821382
1634,128445692
1635,131132452
1636,131160922
1637,133085012
1638,133402592
1639,140719212
1640,558686
1641,1335892
1642,1358151
1643,1850986
1644,2166173
1645,2595284
1646,3288199
1647,3395200
1648,3445742
1649,3724029
1650,3746534
1651,3933758
1652,4144328
1653,4160341
1654,4356398
1655,4582802
1656,4583137
1657,4592969
1658,4618939
1659,4688739
1660,5167542
1661,5602764
1662,5846755
1663,5851786
1664,6567790
1665,6622504
1666,6676273
1667,6777268
1668,7094091
1669,7295752
1670,7359482
1671,7361228
1672,7592505
1673,7602502
1674,7647445
1675,7837281
1676,7889919
1677,7944226
1678,8066287
1679,8122769
1680,8348546
1681,8471368
1682,8641213
1683,8734050
1684,8772125
1685,8878847
1686,8893239
1687,8908294
1688,8929145
1689,9308214
1690,9350023
1691,9720749
1692,9721923
1693,9751265
1694,9830400
1695,9838746
1696,9860668
1697,9917255
1698,10161949
1699,10175045
1700,10269502
1701,10270481
1702,10273490
1703,10303290
1704,10318330
1705,10407087
1706,10411757
1707,10551716
1708,10755671
1709,10881809
1710,10987598
1711,11040745
1712,11056225
1713,11098978
1714,11191399
1715,11227497
1716,11230020
1717,11334480
1718,11560213
1719,11601068
1720,11618669
1721,11731238
1722,11766184
1723,11809606
1724,11821485
1725,11825362
1726,11859489
1727,11881988
1728,12018232
1729,12064564
1730,12142048
1731,12369071
1732,12389789
1733,12479183
1734,12628786
1735,12718531
1736,12759409
1737,12939550
1738,12956634
1739,12976603
1740,13079714
1741,13104964
1742,13117614
1743,13167695
1744,13212780
1745,13309790
1746,13318278
1747,13364693
1748,13644445
1749,13678805
1750,13774012
1751,14155897
1752,14166219
1753,14285985
1754,14320181
1755,14496325
1756,14553785
1757,14584809
1758,15852921
1759,17491751
1760,17496641
1761,17521861
1762,20139821
1763,20376801
1764,21625501
1765,22292131
1766,22324771
1767,24736922
1768,25600452
1769,25766312
1770,26535462
1771,27865292
1772,28739712
1773,29774132
1774,32554982
1775,33955662
1776,34963592
1777,35609762
1778,35693352
1779,36683952
1780,41586642
1781,42911092
1782,43556312
1783,43848882
1784,45000862
1785,45603772
1786,48640012
1787,48709572
1788,50086522
1789,50125182
1790,50408862
1791,50597152
1792,51634012
1793,52683852
1794,54065292
1795,56120692
1796,58107562
1797,59508192
1798,60058342
1799,61691842
1800,62195422
1801,62640532
1802,69327592
1803,69947892
1804,72027362
1805,73521852
1806,75258162
1807,75692382
1808,75797902
1809,77562502
1810,77590542
1811,81429322
1812,84227142
1813,86243592
1814,89077182
1815,91079912
1816,94422872
1817,96014332
1818,96508522
1819,98323272
1820,98717472
1821,99867472
1822,100381932
1823,103072762
1824,103887922
1825,106601642
1826,109162922
1827,109843792
1828,110135412
1829,111166142
1830,111278112
1831,111401682
1832,112134162
1833,112450542
1834,112775912
1835,112850772
1836,114982462
1837,123725422
1838,126063052
1839,136923172
1840,690557
1841,719099
1842,1181470
1843,2034142
1844,2067535
1845,2221527
1846,2255601
1847,2590762
1848,2718930
1849,2753552
1850,2756521
1851,2881870
1852,3091947
1853,3129131
1854,3216766
1855,3286181
1856,3502269
1857,3610007
1858,3616162
1859,3653435
1860,3691421
1861,3697620
1862,3998966
1863,4080923
1864,4159233
1865,4166425
1866,4205340
1867,4522924
1868,4526759
1869,4974895
1870,5129680
1871,5228822
1872,5502389
1873,5545331
1874,6553146
1875,6589335
1876,7112505
1877,7351075
1878,7419525
1879,7445754
1880,7967195
1881,8031850
1882,8043071
1883,8186181
1884,8303501
1885,8372450
1886,8504349
1887,8506600
1888,8668816
1889,8692106
1890,8700216
1891,8707306
1892,8750088
1893,8872407
1894,9021853
1895,9219050
1896,9224178
1897,9258968
1898,9430377
1899,9477436
1900,9500203
1901,9635226
1902,9658915
1903,9746375
1904,9797276
1905,9951364
1906,10160273
1907,10163273
1908,10216340
1909,10228391
1910,10262859
1911,10407864
1912,10491967
1913,10557897
1914,10617144
1915,10644920
1916,10656739
1917,10700846
1918,10736963
1919,10765731
1920,10914111
1921,11176639
1922,11233355
1923,11379748
1924,11396754
1925,11470198
1926,11532659
1927,11659530
1928,11860566
1929,11877191
1930,11878459
1931,12096644
1932,12662276
1933,12994458
1934,13005481
1935,13093577
1936,13132711
1937,13169682
1938,13180972
1939,13220225
1940,13402989
1941,13435503
1942,13445325
1943,13524938
1944,13593459
1945,13855585
1946,13894178
1947,13938892
1948,14004402
1949,14429596
1950,14467038
1951,14489654
1952,14635552
1953,15762941
1954,16710051
1955,17750101
1956,18025591
1957,18329131
1958,20796721
1959,21134801
1960,23369151
1961,25603442
1962,26899582
1963,27186822
1964,27282162
1965,28252952
1966,29078562
1967,29753332
1968,32478232
1969,32545542
1970,32551602
1971,32599132
1972,32862282
1973,34081692
1974,35275772
1975,37685622
1976,39164792
1977,39684182
1978,42923102
1979,45828492
1980,47672442
1981,48202062
1982,48875062
1983,49057952
1984,50636662
1985,52038522
1986,52595812
1987,53963312
1988,54049722
1989,54209412
1990,54730342
1991,56289112
1992,58764912
1993,59967802
1994,62095272
1995,63001262
1996,63436462
1997,65443172
1998,65470262
1999,66156122
2000,66415072
2001,68766222
2002,71003742
2003,73365702
2004,75041532
2005,77877662
2006,79106872
2007,79487002
2008,79884902
2009,80140342
2010,82431772
2011,84243312
2012,84338612
2013,85328082
2014,86718912
2015,87127762
2016,89544302
2017,90138672
2018,90860202
2019,96815642
2020,97071452
2021,97133312
2022,99031872
2023,101027222
2024,104601822
2025,106198652
2026,108806182
2027,109592752
2028,109686782
2029,110566442
2030,114668092
2031,122309392
2032,123474662
2033,123833402
2034,125728892
2035,127242822
2036,136626242
2037,140866432
2038,142433802
2039,142490592
2040,494421
2041,596280
2042,943062
2043,980732
2044,1846979
2045,1919260
2046,2122896
2047,2183170
2048,2344555
2049,2353538
2050,2375719
2051,2809608
2052,2854019
2053,2895225
2054,3205512
2055,3238646
2056,3247868
2057,3492583
2058,3625155
2059,3632540
2060,3758569
2061,3887796
2062,4114566
2063,4125289
2064,4563879
2065,4891606
2066,4905468
2067,5179886
2068,5420940
2069,5441452
2070,5832564
2071,5918377
2072,6196515
2073,6443300
2074,6672763
2075,7067252
2076,7209739
2077,7643742
2078,7713232
2079,7882021
2080,7889275
2081,7929710
2082,7993085
2083,7995306
2084,8072193
2085,8095824
2086,8131645
2087,8274536
2088,8282142
2089,8345015
2090,8363890
2091,8677686
2092,8688513
2093,8924282
2094,8990854
2095,9019237
2096,9056460
2097,9269844
2098,9476712
2099,9620118
2100,9701054
2101,9737224
2102,9799197
2103,10002442
2104,10002838
2105,10004934
2106,10184440
2107,10342673
2108,10406886
2109,10764554
2110,10786127
2111,10938801
2112,11063836
2113,11212041
2114,11547851
2115,11986537
2116,11990513
2117,12066914
2118,12093671
2119,12475734
2120,12682383
2121,12684433
2122,12856039
2123,12887690
2124,13169660
2125,13680871
2126,13684253
2127,13685491
2128,13718587
2129,13785303
2130,13858581
2131,14052532
2132,14202489
2133,14235607
2134,14409624
2135,14462951
2136,14479492
2137,14509307
2138,15073931
2139,15468671
2140,16573951
2141,16644071
2142,19102291
2143,20620961
